sales_year,city_category,product_id,product_name,total_quantity,total_amount_dollars
2022,C,P00280442,"Tweezers 17",15,91845
2022,C,P00344242,"Joystick 84",21,82341
2022,C,P00183142,"Textbook 32",14,185192
2022,C,P00112142,"Jumper Cables 86",81,977103
2022,C,P00085542,"File Folder 81",2,13838
2022,C,P00205442,"Smart TV 4",28,145180
2022,C,P00332242,"Sprinkler 50",48,550848
2022,C,P00139742,"Side Table 15",12,48468
2022,C,P00050342,"Controller 73",5,17635
2022,C,P00045542,"RC Car 64",15,104625
2022,C,P00269542,"Paper Clips 59",28,170044
2022,C,P00329342,"Fish Tank 21",6,10410
2022,C,P00173242,"Ear Plugs 106",21,40026
2022,C,P00350442,"Banjo 12",27,99576
2022,C,P00112642,"Power Supply 17",10,76490
2022,C,P00249842,"Hamster Wheel 34",13,28990
2022,C,P0095542,"Anthology 106",4,40408
2022,C,P00265142,"Doll 1",14,186060
2022,C,P00220342,"Electric Kettle 83",8,15680
2022,C,P00328042,"Onions 70",13,29029
2022,C,P00102642,"Body Scrub 68",4,5828
2022,C,P00279642,"Vitamins 90",13,110058
2022,C,P00074342,"Seat Cover 12",13,22906
2022,C,P00363742,"Electric Kettle 65",8,27776
2022,C,P00167942,"Hiking Boots 53",7,58345
2022,C,P00274042,"Lawn Mower 3",3,34617
2022,C,P00223542,"Digestive Enzyme 67",13,52468
2022,C,P00243942,"Hamster Wheel 70",34,263534
2022,C,P00346342,"Soccer Ball 36",24,273600
2022,C,P00084642,"Shorts 77",11,8349
2022,C,P00274242,"Watering Can 79",1,8310
2022,C,P00229342,"Weed Killer 62",23,46644
2022,C,P00274942,"Aquarium Filter 84",60,246120
2022,C,P00337942,"Dehumidifier 88",22,119768
2022,C,P00059442,"Underwear 15",61,738100
2022,C,P00057942,"Controller 19",6,69672
2022,C,P00035542,"Jacket 20",47,387797
2022,C,P00317842,"Body Lotion 7",54,320490
2022,C,P00115942,"Eye Cream 64",19,38570
2022,C,P00175742,"Coffee Table 26",14,139384
2022,C,P00089042,"Watering Can 43",22,12386
2022,C,P00088542,"Bicycle 96",3,20892
2022,C,P00297642,"Flute 76",6,36900
2022,C,P00315442,"Binder 96",10,116700
2022,C,P00293742,"Hat 35",14,85036
2022,C,P00001742,"Harmonica 9",23,134711
2022,C,P00117942,"Compost Bin 45",23,158240
2022,C,P00141942,"Smartwatch 96",13,48698
2022,C,P00117042,"Bookshelf 22",42,339192
2022,C,P00283142,"Watch 40",6,4464
2022,C,P00138542,"Clarinet 8",19,100852
2022,C,P00001942,"Cat Scratcher 83",13,93314
2022,C,P00161542,"File Folder 27",4,25584
2022,C,P00214342,"Streaming Device 86",9,18090
2022,C,P00145842,"Envelope 16",16,23360
2022,C,P00248542,"Blender 75",20,80080
2022,C,P00127942,"Trombone 87",14,56854
2022,C,P00223242,"Dumbbells 58",30,155460
2022,C,P00136542,"Scarf 34",34,124678
2022,C,P00160942,"VR Headset 14",2,30866
2022,C,P0097842,"Sleep Aid 48",16,85136
2022,C,P00029242,"Bananas 94",5,30840
2022,C,P00234842,"Wheelbarrow 47",15,30105
2022,C,P00027542,"Ballet Flats 30",10,61220
2022,C,P00362342,"Docking Station 88",20,34940
2022,C,P00223942,"Romance 80",18,93114
2022,C,P00120242,"Plant Marker 89",2,15618
2022,C,P00010842,"Cough Syrup 7",40,240520
2022,C,P00036842,"Water Gun 14",43,194704
2022,C,P00233342,"Milk 18",1,3847
2022,C,P00173342,"Cardigan 49",49,201929
2022,C,P00053942,"Jumper Cables 14",5,39720
2022,C,P00145042,"Gaming Monitor 8",32,366624
2022,C,P00027142,"Headset 3",8,47888
2022,C,P00163142,"Toe Ring 105",1,12270
2022,C,P00277442,"Lego Set 77",31,251131
2022,C,P00042242,"Non-Fiction 96",28,52360
2022,C,P00034742,"Smartphone 72",44,89100
2022,C,P00054542,"Cabinet 86",10,117300
2022,C,P00199442,"Cat Scratcher 11",32,60192
2022,C,P00183442,"Hand Cream 49",16,127936
2022,C,P00251242,"Yo-Yo 16",34,68986
2022,C,P00105142,"Nasal Spray 69",58,454604
2022,C,P00001642,"Harmonica 63",12,70836
2022,C,P00015542,"Face Mask 57",20,156180
2022,C,P00064042,"Bread 73",6,47712
2022,C,P00293242,"USB Flash Drive 89",20,120360
2022,C,P00157542,"Thermometer 38",19,111758
2022,C,P00040442,"Toaster 41",5,34310
2022,C,P00045842,"Toy Robot 13",12,43260
2022,C,P00170442,"Air Conditioner 6",23,83352
2022,C,P00303242,"Seat Cover 30",37,129130
2022,C,P00283942,"Garden Hose 72",10,35060
2022,C,P00122442,"Science Fiction 93",13,54587
2022,C,P00298942,"Ottoman 53",11,85800
2022,C,P00212942,"Bird Cage 76",5,27210
2022,C,P00209842,"Hand Sanitizer 22",61,313967
2022,C,P0097142,"Hockey Stick 12",31,31992
2022,C,P00260142,"Diadem 70",12,61752
2022,C,P00250842,"Hair Dryer 77",37,227328
2022,C,P00255542,"Garlic 107",17,62237
2022,C,P00137642,"RC Car 100",14,79758
2022,C,P00330242,"Bananas 76",27,92907
2022,C,P00240242,"Ballet Flats 66",5,40650
2022,C,P00310342,"Bangle 47",2,32902
2022,C,P00310142,"Hair Straightener 33",12,42276
2022,C,P00187442,"Moccasins 64",13,85631
2022,C,P00006942,"Dresser 65",1,15488
2022,C,P00296142,"Sneakers 54",0,0
2022,C,P00015742,"Digestive Enzyme 85",30,372870
2022,C,P00144242,"Bookshelf 4",7,36176
2022,C,P00288442,"Brake Pads 43",11,37697
2022,C,P00122542,"Blood Pressure Monitor 23",25,40650
2022,C,P00060242,"Anthology 70",20,107600
2022,C,P00003442,"Refrigerator 37",50,38650
2022,C,P00187742,"Gaming Chair 76",24,314640
2022,C,P00166942,"Streaming Device 68",12,194244
2022,C,P00012242,"Deck Shoes 50",2,7560
2022,C,P00065242,"Toy Car 94",2,7140
2022,C,P00146142,"Orange 13",20,229360
2022,C,P00282142,"Hair Dryer 23",6,32094
2022,C,P00198142,"Onions 16",27,344142
2022,C,P00172842,"Oboe 50",21,171864
2022,C,P00248442,"Air Conditioner 24",10,106700
2022,C,P00178342,"Cardigan 85",13,77493
2022,C,P00003642,"Controller 55",18,75456
2022,C,P00118142,"VR Headset 61",0,0
2022,C,P00265242,"Coffee Maker 82",61,423584
2022,C,P00177942,"Streaming Device 50",3,10566
2022,C,P00113142,"Science Fiction 21",35,546980
2022,C,P00104842,"Weed Killer 80",36,288864
2022,C,P00216142,"Desk Lamp 21",12,94716
2022,C,P00289942,"Portable Hard Drive 52",33,268818
2022,C,P00214542,"Anklet 97",6,13356
2022,C,P00090842,"Router 63",0,0
2022,C,P00021742,"Binder 78",35,179865
2022,C,P00016742,"Windshield Wiper 74",4,15460
2022,C,P00042542,"Kite 65",5,38820
2022,C,P00078842,"Router 81",14,164598
2022,C,P00295842,"Boxing Gloves 11",0,0
2022,C,P00234742,"Lipstick 18",13,76453
2022,C,P00334242,"Pendant 96",84,321636
2022,C,P00132042,"Garden Kneeler 87",15,11130
2022,C,P00150542,"Antacid 82",9,18432
2022,C,P00350342,"Eye Cream 46",30,128700
2022,C,P00171542,"Desk Organizer 64",6,21486
2022,C,P0099342,"Ukulele 52",11,22132
2022,C,P00237542,"Car Jack 98",23,261510
2022,C,P00102442,"Frisbee 66",2,11960
2022,C,P00313342,"Shoe Rack 34",28,99372
2022,C,P00299842,"Swimwear 14",14,86772
2022,C,P00028042,"Thermometer 2",18,79506
2022,C,P00037142,"Dog Food 72",17,133008
2022,C,P00000642,"Skateboard 105",18,211032
2022,C,P00147942,"Flip-Flops 41",35,402080
2022,C,P00361842,"Windshield Wiper 38",46,413310
2022,C,P00033642,"Toe Ring 33",19,102372
2022,C,P00112342,"Diadem 16",9,5256
2022,C,P00123742,"Eye Cream 10",16,74944
2022,C,P00084342,"Running Shoes 43",6,3378
2022,C,P0009942,"Face Mask 21",6,42312
2022,C,P00126542,"Sweater 58",16,93216
2022,C,P00026642,"Building Blocks 61",0,0
2022,C,P00088442,"Iron 35",7,55377
2022,C,P00176142,"Cufflinks 8",12,96036
2022,C,P00143142,"Underwear 69",3,23289
2022,C,P00034042,"Dryer 45",6,68778
2022,C,P00351342,"Shampoo 91",36,151272
2022,C,P00161242,"Rice 24",7,53291
2022,C,P00247042,"Foundation 58",15,52545
2022,C,P00048742,"Diadem 88",8,43592
2022,C,P00335242,"Textbook 14",19,67868
2022,C,P00087442,"Router 9",10,71210
2022,C,P00128742,"Dog Collar 46",24,275304
2022,C,P00025542,"Gaming Monitor 62",4,15748
2022,C,P00111742,"Pet Bed 20",0,0
2022,C,P00309242,"Apples 21",8,43288
2022,C,P00056542,"Pendant 6",1,9790
2022,C,P00124242,"Game Disc 92",5,7935
2022,C,P00316742,"Ankle Boots 88",14,19866
2022,C,P00000142,"Rice 6",70,377720
2022,C,P00350942,"Aquarium Filter 12",44,242660
2022,C,P00129342,"Choker 102",24,92784
2022,C,P00016542,"Biography 74",2,23874
2022,C,P00063342,"Microwave 72",8,30632
2022,C,P00326242,"Plant Marker 71",9,58023
2022,C,P00333642,"Console 54",9,28476
2022,C,P00345742,"Self-Help 7",13,104104
2022,C,P00155442,"Nightstand 25",36,138204
2022,C,P00295742,"Anklet 43",23,89355
2022,C,P00336942,"Building Blocks 43",20,138540
2022,C,P00277542,"Rubber Bands 17",15,57570
2022,C,P00364442,"Chair 93",21,92400
2022,C,P00221442,"Perfume 74",26,299806
2022,C,P00154042,"Pet Leash 95",14,114170
2022,C,P00145442,"Hole Punch 13",35,137830
2022,C,P00245642,"Trumpet 95",11,20680
2022,C,P00335542,"File Folder 99",6,35070
2022,C,P00307342,"Cat Scratcher 65",8,47888
2022,C,P00116842,"Face Wash 81",40,401160
2022,C,P00005742,"Yo-Yo 52",20,195280
2022,C,P00032842,"Bicycle 78",6,25272
2022,C,P00260042,"Underwear 33",68,364004
2022,C,P00031042,"Notebook 90",38,296894
2022,C,P00305542,"Microphone 83",1,7478
2022,C,P00103142,"Keyboard 5",3,11934
2022,C,P00079542,"Chicken 23",12,21408
2022,C,P00123142,"Garlic 71",14,24668
2022,C,P00195442,"Pruning Shears 94",17,89964
2022,C,P00313142,"Action Camera 51",12,70968
2022,C,P00288042,"Scissors 8",1,4013
2022,C,P00030942,"Digestive Enzyme 49",14,19460
2022,C,P00147742,"Scissors 80",13,148460
2022,C,P00044442,"Video Doorbell 48",33,387816
2022,C,P00142142,"Cheese 100",34,154020
2022,C,P00117742,"Garden Gloves 100",15,61050
2022,C,P00001142,"Action Figure 0",12,43356
2022,C,P00220242,"Eggs 20",10,30550
2022,C,P00174042,"Nasal Spray 33",3,6210
2022,C,P00221542,"Iron 71",14,73920
2022,C,P00003242,"Boxing Gloves 29",8,48216
2022,C,P00251542,"Bread 55",1,6025
2022,C,P00048042,"Pet Bed 92",26,214292
2022,C,P00139942,"Trumpet 23",21,73668
2022,C,P00045342,"Accordion 82",8,93288
2022,C,P00024742,"Soil Test Kit 52",10,41750
2022,C,P00288542,"Sandals 92",18,142794
2022,C,P00365342,"Boxing Gloves 47",6,91830
2022,C,P0097242,"Yoga Mat 93",14,107352
2022,C,P00146742,"Water Gun 50",12,186180
2022,C,P00335742,"Tweezers 107",8,29312
2022,C,P00343042,"Electric Grill 15",19,100738
2022,C,P00083942,"Bracelet 2",21,29484
2022,C,P00189842,"Iron 89",14,75068
2022,C,P00339542,"Headset 93",8,91944
2022,C,P00028842,"Capture Card 15",34,410074
2022,C,P00321942,"Sofa 90",2,10580
2022,C,P00370242,"Capture Card 69",6,21270
2022,C,P00115542,"Mouse 60",1,7782
2022,C,P00288342,"Suit 62",29,236002
2022,C,P00035842,"Bubble Wand 53",29,57855
2022,C,P00221942,"Perfume 38",15,124740
2022,C,P00346942,"Action Camera 69",4,32572
2022,C,P00282842,"Tomatoes 68",11,57222
2022,C,P00048142,"Scissors 26",3,34404
2022,C,P00090942,"Tank Top 100",11,130053
2022,C,P00112542,"Shorts 41",52,402792
2022,C,P00062842,"Potatoes 33",27,103761
2022,C,P00235242,"Orange 85",2,11830
2022,C,P00085242,"Bandages 60",32,189824
2022,C,P00106742,"Streaming Device 32",32,338016
2022,C,P00309542,"Pet Nail Clipper 14",10,53190
2022,C,P00169742,"Coffee Maker 100",10,117490
2022,C,P00006142,"Garden Gloves 82",14,30744
2022,C,P00114942,"Video Game 27",18,213120
2022,C,P00102142,"Tie Clip 63",23,13294
2022,C,P00285242,"Tank Top 46",10,102490
2022,C,P00228242,"Envelope 34",35,139650
2022,C,P00121142,"Cat Litter 91",10,41120
2022,C,P00102542,"Dog Collar 10",2,11852
2022,C,P00332342,"Conditioner 98",14,96320
2022,C,P00216342,"Jeans 19",16,129840
2022,C,P00322042,"Kite 101",6,31488
2022,C,P00117442,"Marbles 87",34,124542
2022,C,P00278642,"Dining Table 19",28,146244
2022,C,P00275642,"Dining Table 37",4,16664
2022,C,P00051442,"Compost Bin 99",30,233130
2022,C,P00303342,"Allergy Medicine 101",16,189744
2022,C,P00349942,"Cabinet 50",19,154755
2022,C,P00127242,"Dress 57",37,294631
2022,C,P00233542,"Drum Set 38",11,171138
2022,C,P00026042,"Romance 44",20,44340
2022,C,P00178942,"Bubble Wand 17",32,167296
2022,C,P00118742,"Plush Toy 78",12,84276
2022,C,P00331542,"Oven 76",18,96624
2022,C,P00084442,"Inhaler 68",38,28804
2022,C,P00117142,"Pruning Shears 76",15,145410
2022,C,P00116342,"First Aid Kit 91",14,231000
2022,C,P00323742,"Essay Collection 17",10,97530
2022,C,P00266642,"Apples 3",2,15460
2022,C,P00281742,"Face Wash 63",13,113048
2022,C,P00120042,"Pet Nail Clipper 50",41,337758
2022,C,P00046742,"Hedge Trimmer 31",37,423502
2022,C,P00206442,"Bluetooth Speaker 46",4,15428
2022,C,P00073842,"Desk Organizer 46",30,236940
2022,C,P00100642,"Tire 21",11,59719
2022,C,P00019342,"Garden Fork 66",18,204732
2022,C,P00217742,"Garden Fork 30",6,21786
2022,C,P00244242,"Dog Food 36",13,49946
2022,C,P00025942,"Ankle Boots 106",11,64460
2022,C,P00083842,"Cricket Bat 103",12,83316
2022,C,P00117842,"Pencil Sharpener 15",6,42690
2022,C,P00276642,"Cabinet 104",28,57400
2022,C,P00182342,"Stapler 58",7,80423
2022,C,P00140742,"Food Processor 48",26,306774
2022,C,P00129542,"VR Headset 79",58,338662
2022,C,P00365242,"Sandals 74",10,54530
2022,C,P00304242,"Hair Pin 103",16,184560
2022,C,P00189642,"Face Mask 101",5,40135
2022,C,P00110842,"Brooch 5",38,579082
2022,C,P00192642,"Sleep Aid 84",14,86394
2022,C,P00078742,"Skateboard 33",7,12026
2022,C,P00161442,"Ring 1",37,193288
2022,C,P00039942,"Aquarium Filter 48",2,11774
2022,C,P00209742,"Espadrilles 49",2,15282
2022,C,P00294442,"Laptop 73",3,32778
2022,C,P00179842,"VR Headset 50",11,18799
2022,C,P00237642,"Charm 100",27,185355
2022,C,P00321742,"Pet Water Fountain 107",1,3432
2022,C,P00033442,"Toaster 23",0,0
2022,C,P00154442,"Steering Wheel 31",0,0
2022,C,P00130742,"Washing Machine 38",3,23118
2022,C,P00034442,"Video Doorbell 30",2,24174
2022,C,P0095142,"Yogurt 83",4,26908
2022,C,P00135742,"Cheese 46",42,167496
2022,C,P00303442,"Science Fiction 39",4,16644
2022,C,P00214442,"Poetry 102",23,134665
2022,C,P00213742,"Highlighter 97",10,61510
2022,C,P00156442,"Docking Station 34",13,103584
2022,C,P00220442,"Bar Stool 85",71,380489
2022,C,P00249542,"Eye Drops 81",23,182160
2022,C,P00285442,"Food Processor 84",12,70260
2022,C,P00274642,"Lipstick 36",13,9828
2022,C,P00318742,"Bird Feeder 13",26,207688
2022,C,P00148042,"Printer 20",11,25586
2022,C,P00346542,"Tank Top 28",3,27942
2022,C,P00113342,"Desk Lamp 3",27,415881
2022,C,P00111842,"Dishwasher 80",14,111076
2022,C,P00230842,"Water Gun 32",29,225794
2022,C,P00111442,"Chicken 59",14,111510
2022,C,P00178142,"Car Cover 46",21,126042
2022,C,P00251642,"Pet Leash 59",0,0
2022,C,P00183342,"Surfboard 88",14,97790
2022,C,P00189242,"Body Lotion 97",6,11712
2022,C,P00232842,"Anthology 88",13,77350
2022,C,P00113642,"Hiking Boots 89",14,108892
2022,C,P00015842,"USB Flash Drive 53",13,58799
2022,C,P00092142,"Headphones 93",5,40020
2022,C,P00117542,"Camera 59",12,27768
2022,C,P00224242,"Yo-Yo 106",6,24558
2022,C,P00246342,"Garden Kneeler 69",15,90345
2022,C,P00368642,"Compost Bin 81",15,67155
2022,C,P00089442,"Accordion 10",19,149359
2022,C,P00258742,"Yogurt 29",4,21156
2022,C,P00110142,"Blender 39",15,244200
2022,C,P00343442,"Tire 3",5,5210
2022,C,P00318342,"Slow Cooker 103",14,159474
2022,C,P00318942,"Tie Clip 99",4,23636
2022,C,P00210942,"Running Shoes 6",13,47489
2022,C,P00294542,"Earrings 21",24,98760
2022,C,P00184042,"Hat 89",13,250497
2022,C,P00015642,"Windshield Wiper 2",31,181102
2022,C,P00248742,"Garden Rake 59",9,63999
2022,C,P00002442,"Ring 73",1,6031
2022,C,P00024342,"Binder 60",12,69864
2022,C,P00029442,"Anklet 25",8,77824
2022,C,P00150142,"Essay Collection 53",6,59328
2022,C,P0096842,"Microphone 65",19,154242
2022,C,P00111142,"Charm 10",36,300096
2022,C,P00215442,"Diadem 52",0,0
2022,C,P00127542,"Pendant 78",18,69048
2022,C,P00010242,"Seat Cover 48",17,92361
2022,C,P00338442,"Self-Help 25",41,468015
2022,C,P00053042,"Tweezers 89",18,92610
2022,C,P00252042,"Electric Kettle 47",2,10712
2022,C,P00004642,"Hair Pin 31",3,24372
2022,C,P00158042,"Spark Plug 59",13,78351
2022,C,P00143342,"Earrings 39",0,0
2022,C,P00110942,"Mouse 42",51,585072
2022,C,P00259142,"Dog Toys 60",9,31878
2022,C,P00282042,"Golf Shoes 87",0,0
2022,C,P00213242,"Smartphone 36",23,158217
2022,C,P00102342,"Car Jack 44",17,35785
2022,C,P00200642,"Video Doorbell 12",13,179881
2022,C,P0096442,"Vacuum Cleaner 7",5,10330
2022,C,P00313542,"Bagpipes 29",13,67990
2022,C,P00254642,"Garden Hose 0",15,103230
2022,C,P00320842,"Wedges 81",5,57855
2022,C,P00074242,"Plant Marker 53",15,54645
2022,C,P00249142,"Espadrilles 67",3,11106
2022,C,P00296042,"Cat Toys 43",22,172436
2022,C,P00189042,"Weed Killer 98",2,19626
2022,C,P00085442,"Cufflinks 26",9,9513
2022,C,P00004842,"Dog Toys 78",13,74243
2022,C,P00285742,"Guitar 36",18,111510
2022,C,P00125742,"Cricket Bat 13",29,119103
2022,C,P00018142,"Bookshelf 40",16,30752
2022,C,P00161142,"Cookbook 19",2,6390
2022,C,P00285842,"Controller 91",13,25493
2022,C,P00034842,"Armchair 48",13,22802
2022,C,P00110542,"Headset 21",36,285264
2022,C,P00322342,"Clogs 101",10,36110
2022,C,P00107642,"Headphones 39",6,32172
2022,C,P00089542,"Nail Polish 24",12,65364
2022,C,P00013342,"Controller 37",15,189930
2022,C,P00346142,"Scarf 88",54,653940
2022,C,P00320442,"Yogurt 11",15,130005
2022,C,P00111042,"Juice 63",14,233254
2022,C,P00319342,"Tablet 38",12,41304
2022,C,P00355942,"Swimwear 32",14,110320
2022,C,P00307942,"Necklace 72",2,33046
2022,C,P00297542,"Keyboard 77",11,86614
2022,C,P00287642,"Bluetooth Speaker 10",8,77752
2022,C,P00115742,"Drone 25",22,358820
2022,C,P00177342,"Yogurt 65",5,30130
2022,C,P00120542,"Board Game 20",16,94080
2022,C,P00330342,"Bubble Wand 35",7,36946
2022,C,P00296942,"Wheelbarrow 65",18,110700
2022,C,P00332142,"Garden Rake 77",7,54789
2022,C,P00188442,"Gaming Chair 22",15,26415
2022,C,P00370042,"Desk Lamp 93",7,28448
2022,C,P00304442,"Washing Machine 20",19,217588
2022,C,P00312942,"Wireless Charger 85",6,58926
2022,C,P00112442,"Deck Shoes 32",23,196167
2022,C,P00064942,"Oboe 14",3,30186
2022,C,P00119142,"Banjo 30",26,140998
2022,C,P00024042,"Desk Organizer 82",23,204102
2022,C,P00086042,"Streaming Device 104",9,72081
2022,C,P00327842,"Chicken 5",18,105858
2022,C,P00198042,"Locket 14",13,60853
2022,C,P00111542,"Espadrilles 85",20,194360
2022,C,P00347242,"Novel 72",10,97030
2022,C,P00240142,"Doll 19",37,74962
2022,C,P00002542,"Children's Book 87",6,24432
2022,C,P00304842,"Bandages 24",6,47682
2022,C,P00252442,"Concealer 17",13,75803
2022,C,P00323842,"USB Flash Drive 17",2,32416
2022,C,P00022542,"Bluetooth Speaker 100",9,17244
2022,C,P00248142,"Watch 58",41,149199
2022,C,P00205642,"Toe Ring 69",11,58124
2022,C,P00340642,"Moccasins 46",9,16812
2022,C,P00080342,"Drum Set 92",13,155818
2022,C,P00280142,"Cardigan 31",9,48897
2022,C,P00280642,"Dog Toys 42",1,4608
2022,C,P00058142,"Concealer 89",13,107770
2022,C,P00201442,"Ukulele 106",9,102915
2022,C,P00285642,"Golf Clubs 9",2,19840
2022,C,P00136842,"Hole Punch 67",16,188192
2022,C,P00174842,"Tennis Racket 19",16,165856
2022,C,P00069042,"Refrigerator 19",14,112126
2022,C,P00057542,"Locket 32",18,190350
2022,C,P00023342,"Desk Organizer 28",16,87568
2022,C,P00150342,"Children's Book 15",24,48000
2022,C,P00119342,"Paper Shredder 32",15,287235
2022,C,P00092242,"Cardigan 67",0,0
2022,C,P00158542,"Textbook 50",5,25960
2022,C,P00284042,"Guitar 54",7,14133
2022,C,P00250642,"Bananas 22",10,46640
2022,C,P00277642,"Yoga Mat 3",5,17030
2022,C,P00173842,"Tie Clip 45",9,105804
2022,C,P00234542,"Watch 4",3,20616
2022,C,P00307542,"Camera 5",23,186852
2022,C,P00255842,"Bracelet 20",32,387360
2022,C,P00327342,"Trumpet 59",2,32266
2022,C,P00181542,"Treadmill 95",0,0
2022,C,P00014942,"Thriller 63",12,73308
2022,C,P00125142,"Drone 7",10,75310
2022,C,P00367142,"Gaming Chair 4",1,1498
2022,C,P00031642,"Bread 19",10,85880
2022,C,P00331042,"Toe Ring 15",4,27948
2022,C,P00214142,"Treadmill 23",2,12070
2022,C,P00250342,"Smartwatch 60",22,181984
2022,C,P00284642,"Hair Pin 13",13,44902
2022,C,P00178642,"Hand Cream 31",6,21594
2022,C,P00184942,"USB Flash Drive 107",27,314361
2022,C,P00226742,"Mystery 94",6,9348
2022,C,P00241642,"Bagpipes 83",6,70578
2022,C,P00127842,"Headset 57",21,239988
2022,C,P00227542,"Xylophone 89",17,15776
2022,C,P00115142,"Tracksuit 30",30,463950
2022,C,P00159542,"Smartphone 90",3,28695
2022,C,P00121642,"Cat Litter 73",23,83674
2022,C,P00121342,"Aquarium Filter 30",15,174270
2022,C,P00020142,"Toy Car 4",0,0
2022,C,P00233442,"Cello 79",0,0
2022,C,P00242742,"Bicycle 42",10,42930
2022,C,P00142942,"Eye Cream 100",17,68068
2022,C,P00107242,"Dresser 83",5,24145
2022,C,P00114042,"Mouse 78",3,15693
2022,C,P00129642,"Jacket 2",17,32589
2022,C,P00128542,"Sofa 0",15,119085
2022,C,P00260642,"Water Gun 104",2,26890
2022,C,P00082242,"Dehumidifier 16",3,13686
2022,C,P00278942,"Highlighter 7",9,137592
2022,C,P00249642,"Console 72",8,42432
2022,C,P00329542,"Car Battery 36",14,108822
2022,C,P00081142,"Fantasy 41",11,95733
2022,C,P00113242,"Self-Help 79",25,287050
2022,C,P00124642,"Belt Buckle 35",1,16828
2022,C,P00173942,"Blush 88",17,200838
2022,C,P00004242,"Hole Punch 31",26,299052
2022,C,P00010742,"Coat 81",42,335496
2022,C,P00198742,"Speaker 80",18,145962
2022,C,P00270142,"Electric Kettle 29",13,47437
2022,C,P00126042,"Belt Buckle 89",5,29310
2022,C,P00349442,"Bananas 58",4,49776
2022,C,P00289042,"Coffee Table 80",40,243440
2022,C,P00101142,"Moccasins 28",6,47352
2022,C,P00190742,"Bubble Wand 71",11,60896
2022,C,P00169642,"Cat Scratcher 29",5,27210
2022,C,P00153742,"Milk 0",9,52812
2022,C,P00010542,"Hole Punch 85",11,109472
2022,C,P00222042,"Underwear 51",20,79240
2022,C,P0096342,"Toy Car 76",4,31280
2022,C,P00127442,"Body Lotion 43",26,205764
2022,C,P00356742,"Gaming Chair 58",18,66042
2022,C,P00368242,"Brake Pads 25",5,43270
2022,C,P00243542,"Flute 40",13,59046
2022,C,P00212042,"Car Battery 18",7,5271
2022,C,P00264042,"Building Blocks 7",15,32505
2022,C,P00185542,"Choker 30",3,8247
2022,C,P00124042,"Cufflinks 98",14,84532
2022,C,P00270242,"Docking Station 52",15,116505
2022,C,P00342042,"Deck Shoes 104",13,60840
2022,C,P00179242,"Cat Toys 7",5,23130
2022,C,P00129142,"Capture Card 33",2,16046
2022,C,P00127742,"Nightstand 7",6,69030
2022,C,P00248942,"Pencil Sharpener 69",19,217151
2022,C,P00217442,"Plush Toy 6",8,96080
2022,C,P00187842,"Pet Stroller 87",12,137160
2022,C,P00359242,"Bread 37",15,285780
2022,C,P00308342,"Desk 41",5,25795
2022,C,P00216042,"Bandages 96",17,29631
2022,C,P00262242,"Non-Fiction 42",14,55020
2022,C,P00171342,"Antacid 64",0,0
2022,C,P00184442,"Steering Wheel 67",3,11460
2022,C,P00224042,"Power Supply 71",15,89385
2022,C,P00312742,"Xylophone 71",21,88158
2022,C,P00057642,"Golf Clubs 63",76,311220
2022,C,P00110742,"Blood Pressure Monitor 59",88,1034352
2022,C,P00156742,"Locket 86",13,23231
2022,C,P00002642,"Vacuum Cleaner 25",12,95148
2022,C,P00225042,"Jumper Cables 32",8,64560
2022,C,P00295942,"Wedges 27",40,272280
2022,C,P00346442,"Fantasy 5",3,11631
2022,C,P00241542,"Fishing Rod 104",7,26901
2022,C,P00271142,"Toy Train 26",39,134316
2022,C,P00198642,"Romance 8",0,0
2022,C,P00295342,"Car Mats 16",9,85707
2022,C,P00044242,"Puzzle 93",9,29718
2022,C,P00302442,"Soil Test Kit 88",13,48919
2022,C,P00005342,"Nail Polish 60",4,8544
2022,C,P00031842,"Fertilizer 19",9,68409
2022,C,P00036542,"Jacket 92",6,4572
2022,C,P00220042,"Suit 8",0,0
2022,C,P00115842,"Paper Clips 95",9,147573
2022,C,P00210542,"Fishing Rod 14",8,15928
2022,C,P00271042,"Sofa 18",9,77040
2022,C,P00358342,"Foundation 22",1,2995
2022,C,P00111242,"Gaming Chair 40",1,15265
2022,C,P00263542,"Bangle 65",16,200656
2022,C,P00250942,"Digestive Enzyme 103",16,51120
2022,C,P00100442,"Brooch 59",8,28472
2022,C,P00265442,"Shoe Rack 16",11,40524
2022,C,P00351842,"Body Scrub 32",6,31548
2022,C,P00114542,"Plant Pot 38",21,38367
2022,C,P00010942,"Saxophone 42",12,96276
2022,C,P00006842,"Windshield Wiper 92",1,3627
2022,C,P00126142,"Cabinet 14",0,0
2022,C,P00223142,"Graphic Novel 83",15,81030
2022,C,P00222442,"Wardrobe 42",14,72058
2022,C,P00189542,"E-Reader 11",2,16158
2022,C,P00120742,"Travel Guide 67",8,47368
2022,C,P00228442,"Pet Carrier 99",3,34167
2022,C,P00130842,"Saxophone 96",6,31476
2022,C,P00223642,"Pasta 44",11,49863
2022,C,P00247142,"Basketball 20",11,46486
2022,C,P00156842,"Pet Carrier 27",18,25578
2022,C,P00174442,"Shampoo 37",19,103246
2022,C,P00075442,"Clogs 83",9,47835
2022,C,P00046142,"Fertilizer 55",26,400218
2022,C,P00125942,"Garden Kneeler 33",6,70290
2022,C,P00218642,"Pruning Shears 22",13,47086
2022,C,P00248342,"Brake Pads 7",35,75565
